As of Date,Fiscal Year,Region,Borrower Country,Borrower Country Code,Project ID,Project Name,Procurement Type,Procurement Category,Procurement Method,Product line,WB Contract Number,Major Sector,Contract Description,Contract Signing Date,Supplier,Supplier Country,Supplier Country Code,Total Contract Amount (USD),Borrower Contract Reference Number
12/18/2012 0:00,2013,SOUTH ASIA,Nepal,NP,P127040,NP: Strengthening Office of the AG,Audit Services,Consultant Services,Selection Under a Fixed Budget,Recipient Executed Activities,1323883,"Public Administration, Law, and Justice",CONSULTING SERVICES FOR STRENGTHENING THE OFFICE OF THE AUDI,7/23/2012 0:00,COWATER INTERNATIONAL INC.,Canada,CA,"$1,700,000.00 ",PFM/OAG/FBS-1
12/18/2012 0:00,2013,SOUTH ASIA,Nepal,NP,P113002,NP: Social Safety Nets Project,Administrative Services,Consultant Services,Individual,IBRD/IDA,1323151,Health and other social services,International Policy Expert for fertilizer policy option stu,11/2/2012 0:00,DR. HARBHAJAN SINGH,Nepal,NP,"$65,015.00 ","SSNP/DOA/CS/IND-1A, INTERNATIONA"
12/18/2012 0:00,2013,SOUTH ASIA,Nepal,NP,P113002,NP: Social Safety Nets Project,Administrative Services,Consultant Services,Individual,IBRD/IDA,1323153,Health and other social services,National Individiual Consultant for Agricultural Specialist,11/2/2012 0:00,MR. TEK B. THAPA,Nepal,NP,"$55,651.00 ",SSNP/DOA/CS/IND-1B- NATIONAL
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P089989,NI Rural Telecom,Audit Services,Consultant Services,Least Cost Selection,IBRD/IDA,1327336,"Public Administration, Law, and Justice",Auditor??a del Proyecto de Telecomunicaciones Rurales durante,9/7/2012 0:00,"NARCISO SALAS CHAVEZ , S.C",Nicaragua,NI,"$15,673.00 ",INFORME DE EVALUACI??N FINAL DE A
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P121779,NI Social Protection,"Equipment, Transportation",Goods,International Competitive Bidding,IBRD/IDA,1328376,Health and other social services,"Alquier de transporte para el levantamiento del Censo MAIFC,",10/11/2012 0:00,"CASA PELLAS, S.A.",Nicaragua,NI,"$244,031.00 ",RENTAL CAR SERVICES FOR THE SURV
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P106870,NI Comm. and Family Health Care Services,Survey Services,NC,National Competitive Bidding,IBRD/IDA,1324886,Health and other social services,111 days contract for process CS-BM-H6220-03-10-2011 for Hea,8/8/2012 0:00,MARCO AURELIO G??MEZ GARC?çA,Nicaragua,NI,"$23,310.00 ",RENTAL CARS SERVICES FOR ENDESA
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P106283,NI Rural Water Supply and Sanitation,"Works, Maintenance and Rehabilitation",Civil Works,National Competitive Bidding,IBRD/IDA,1326735,"Water, sanitation and flood protection",Ejecucion y terminacion de obras y la subsanacion de sus def,8/28/2012 0:00,DARWING ALCIDES RUIZ RODAS & CIA LTDA,Nicaragua,NI,"$656,100.00 ",REMPL AGUA POT Y SANEAMIEN - TUM
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P108974,NI Hurricane Felix Emergency Recovery,"Management Advice, Technical/Operation A",Consultant Services,Individual,IBRD/IDA,1321977,"Agriculture, fishing, and forestry",Consultor??a individual É??Especialista Financiero del Proyecto,7/2/2012 0:00,GUILLERMO TRINIDAD MAYORGA SILVA,Nicaragua,NI,"$18,000.00 ",ADMIN/FINANCE SPECIALIST CONTRAC
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P106870,NI Comm. and Family Health Care Services,"Equipment, Electrical",Goods,International Competitive Bidding,IBRD/IDA,1325448,Health and other social services,"Adquisici??n de un Generador El??ctrico de Emergencia, para el",7/17/2012 0:00,"EQUIPOS Y ACCESORIOS, S.A. EQUIPSA",Nicaragua,NI,"$101,284.00 ",ADQUISICI??N GENERADOR EL??CTRICO
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P122181,NI Food Emerg. Supp Prgm/School Children,Audit Services,Consultant Services,Least Cost Selection,Recipient Executed Activities,1326976,Education,50% del monto del contrato a la presentacion del borrador de,10/12/2012 0:00,DONKIN & ARGUELLO CONSULTORES S.A,Nicaragua,NI,"$9,404.00 ",AUDITORIA DONACION TF097012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P108974,NI Hurricane Felix Emergency Recovery,Audit Services,Consultant Services,Individual,IBRD/IDA,1326459,"Agriculture, fishing, and forestry",Auditoria Externa de Componente 1 de proyecto Recuperacion p,8/31/2012 0:00,DONKIN & ARGUELLO CONSULTORES S.A,Nicaragua,NI,"$5,000.00 ",AUDITORIA EXTERNA HURACAN FELIX
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P110092,NI Greater Managua Water and Sanitation,"Equipment, Water Supply and Sewerage",Goods,International Competitive Bidding,IBRD/IDA,1325844,"Water, sanitation and flood protection","Stationary equipment & pumping equipment, lot 2",9/6/2012 0:00,"AQUATEC DE NICARAGUA, S.A",Nicaragua,NI,"$137,812.00 ",NO. AL-166-09-12
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P110092,NI Greater Managua Water and Sanitation,"Equipment, Water Supply and Sewerage",Goods,International Competitive Bidding,IBRD/IDA,1325932,"Water, sanitation and flood protection","Stationary equipment & pumping equipment, lot 3",9/6/2012 0:00,PRODUCTOS DEL AIRE DE NICARAGUA S.A,Nicaragua,NI,"$45,931.00 ",NO. AL-167-09-12
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P110092,NI Greater Managua Water and Sanitation,"Equipment, Water Supply and Sewerage",Goods,International Competitive Bidding,IBRD/IDA,1326134,"Water, sanitation and flood protection","Stationary equipment & pumping equipment, lotS 1&4",9/6/2012 0:00,TECHNICAL INTERNATIONAL CORP,United States,US,"$88,978.00 ",NO. AL-168-09-12
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P083952,NI (CRL) Roads Rehab & Maintenance IV,"Works, Maintenance and Rehabilitation",Civil Works,Direct Contracting,IBRD/IDA,1328126,Transportation,Paving of a road section. Sector Cuyali-Abisinia-Puente La P,7/6/2012 0:00,MODULO COMUNITARIO DE ADOQUINADO NO.26,Nicaragua,NI,"$158,837.00 ",NO. DEP10-063-2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P083952,NI (CRL) Roads Rehab & Maintenance IV,"Works, Maintenance and Rehabilitation",Civil Works,Direct Contracting,IBRD/IDA,1328127,Transportation,Paving of a road section. Sector: Cuyali-Abisinia-Puente la,7/6/2012 0:00,MODULO COMUNITARIO DE ADOQUINADO NO.27,Nicaragua,NI,"$182,726.00 ",NO. DEP10-064-2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P083952,NI (CRL) Roads Rehab & Maintenance IV,"Works, Maintenance and Rehabilitation",Civil Works,Direct Contracting,IBRD/IDA,1328125,Transportation,"Paving of a road section, sector Cuyali-Las Cruces (16.5km)",7/5/2012 0:00,MODULO COMUNITARIO DE ADOQUINADO NO.15,Nicaragua,NI,"$98,627.00 ",NO. DEP10-065-2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P083952,NI (CRL) Roads Rehab & Maintenance IV,"Works, Maintenance and Rehabilitation",Civil Works,Direct Contracting,IBRD/IDA,1327056,Transportation,"Protection and environmental mitigation works, road section:",7/5/2012 0:00,MODULO COMUNITARIO DE ADOQUINADO NO.28,Nicaragua,NI,"$211,756.00 ",NO. DEP10-070-2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P083952,NI (CRL) Roads Rehab & Maintenance IV,"Works, Maintenance and Rehabilitation",Civil Works,Direct Contracting,IBRD/IDA,1325969,Transportation,"Paving works of a road, section: La Subasta-Camoapa. Comple",7/5/2012 0:00,MODULO COMUNITARIO DE ADOQUINADO # 5,Nicaragua,NI,"$211,432.00 ",NO. DEP50-059-2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P083952,NI (CRL) Roads Rehab & Maintenance IV,"Works, Maintenance and Rehabilitation",Civil Works,Direct Contracting,IBRD/IDA,1323572,Transportation,"paving works of a road section: San Juan del Sur, Las Pampas",7/19/2012 0:00,MODULO COMUNITARIO DE ADOQUINADO # 1,Nicaragua,NI,"$222,288.00 ",NO. DEP80-047-2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P083952,NI (CRL) Roads Rehab & Maintenance IV,"Works, Maintenance and Rehabilitation",Civil Works,Direct Contracting,IBRD/IDA,1323573,Transportation,"paving works of a road section: San Juan del Sur, Las Pampas",7/19/2012 0:00,MODULO COMUNITARIO DE ADOQUINADO # 2,Nicaragua,NI,"$222,288.00 ",NO. DEP80-048-2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P083952,NI (CRL) Roads Rehab & Maintenance IV,"Works, Maintenance and Rehabilitation",Civil Works,Direct Contracting,IBRD/IDA,1323574,Transportation,"paving works of a road section: San Juan del Sur, Las Pampas",7/19/2012 0:00,MODULO COMUNITARIO DE ADOQUINADO NO.3,Nicaragua,NI,"$138,936.00 ",NO. DEP80-049-2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P083952,NI (CRL) Roads Rehab & Maintenance IV,"Feasibility studies, Design Studies",Consultant Services,Quality And Cost-Based Selection,IBRD/IDA,1324874,Transportation,"Factibility studies and final design, group I. Sector Jicar",7/23/2012 0:00,LAMSA INGENIEROS CONSULTORES,Nicaragua,NI,"$375,581.00 ",NO. ES-050-2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P083952,NI (CRL) Roads Rehab & Maintenance IV,"Tender Documents, Procurement Assistance",Consultant Services,Individual,IBRD/IDA,1324870,Transportation,Procurement specialist (SCI-012-2012),8/29/2012 0:00,MARIA HERMINIA MARTINEZ ZELEDON,Nicaragua,NI,"$18,000.00 ",NO. ES-056-2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P083952,NI (CRL) Roads Rehab & Maintenance IV,"Management Advice, Technical/Operation A",Consultant Services,Individual,IBRD/IDA,1324871,Transportation,Soil and pavement specialist (SCI-011-2012),8/27/2012 0:00,OSCAR OSVALDO JIRON BOZA,Nicaragua,NI,"$45,000.00 ",NO. ES-057-2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P083952,NI (CRL) Roads Rehab & Maintenance IV,"Management Advice, Technical/Operation A",Consultant Services,Individual,IBRD/IDA,1327219,Transportation,consulting services in Hidrotecnia,9/6/2012 0:00,ANTONIO JOSE ALVARADO CUADRA,Nicaragua,NI,"$38,676.00 ",NO. ES-069-2012
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P121779,NI Social Protection,Miscellaneous,Goods,National Competitive Bidding,IBRD/IDA,1328123,Health and other social services,"Lote No. 1 C$ 10,545.50; Lote No. 5 C$ 249,000.00; Lote No.",10/4/2012 0:00,DISTRIBUIDORA LA UNIVERSAL,Nicaragua,NI,"$38,441.00 ",CAJA DE MATERIALES TALLERES COMU
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P106870,NI Comm. and Family Health Care Services,"Equipment, Industrial Plants",Goods,Limited International Bidding,IBRD/IDA,1328066,Health and other social services,"Lote 1 y Lote 2, Calderas para Hospitales del II Nivel de at",7/5/2012 0:00,"SINTER, S.A.",Nicaragua,NI,"$935,854.00 ",CALDERAS DE BUNKER Y DIESEL PARA
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P106870,NI Comm. and Family Health Care Services,Survey Services,NC,National Competitive Bidding,IBRD/IDA,1324012,Health and other social services,"Car rental services of four vehicles for ENDESA 2011, health",7/9/2012 0:00,ROSA ARGENTINA GARC?çA AGUILAR,Nicaragua,NI,"$6,180.00 ",CAR RENTAL SERVICES
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P108974,NI Hurricane Felix Emergency Recovery,Design Services,Consultant Services,Individual,IBRD/IDA,1326460,"Agriculture, fishing, and forestry",Servicio de Diagramacion (Version Miskito) de nueva cartilla,7/19/2012 0:00,WILMOR LOPEZ MARTINEZ,Nicaragua,NI,"$2,000.00 ",NUEVA CARTILLA DE CONTRUCCION-MT
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P106870,NI Comm. and Family Health Care Services,"Equipment, Transportation",Goods,National Competitive Bidding,IBRD/IDA,1325276,Health and other social services,2 Unidades M??viles para la Estrategia de Mantenimiento Preve,7/26/2012 0:00,"SERVICIO AUTOMOTRIZ MANTICA, S.A.",Nicaragua,NI,"$72,565.00 ",COMPRA DE 2 UNIDADES M??VILES
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P121779,NI Social Protection,"Equipment, Transportation",Goods,International Competitive Bidding,IBRD/IDA,1328377,Health and other social services,"Servicio de renta de veh??culos, Lotes 1,2,3 y 9. Car rental",10/11/2012 0:00,"OPERACIONES FAMILIARES, S.A.",Nicaragua,NI,"$102,910.00 ",SERVICIO DE RENTA DE VEH?çCULOS
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P121779,NI Social Protection,"Equipment, Educational",Goods,National Competitive Bidding,IBRD/IDA,1326601,Health and other social services,"Materiales para el Facilitador:
Lote No.2 C$ 190. 040. 00",10/4/2012 0:00,LIBRER?çA Y DISTRIBUIDORA JARDIN,Nicaragua,NI,"$82,840.00 ",TALLERES COMUNITARIOS Y DEL MODE
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P106870,NI Comm. and Family Health Care Services,"Equipment, Electrical",Goods,National Competitive Bidding,IBRD/IDA,1327419,Health and other social services,"Adquisici??n de Herramientas para Unidades Moviles, MINSA. CR",8/8/2012 0:00,"ELECTR??NICA T??CNICA, S.A.",Nicaragua,NI,"$67,671.00 ",UNIDADES MOVILES
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P111795,NI PFM Modernization TAL,"Management Advice, Technical/Operation A",Consultant Services,CQS,IBRD/IDA,1325925,"Public Administration, Law, and Justice",Especialista Funcional en subsistema de Presupuesto,7/26/2012 0:00,RUTH LORENA SANCHEZ FLORES,Nicaragua,NI,"$24,420.00 ",
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P111795,NI PFM Modernization TAL,"Management Advice, Technical/Operation A",Consultant Services,CQS,IBRD/IDA,1325927,"Public Administration, Law, and Justice",Especialista Funcional en Contabilidad Patrimonial y Plan de,7/26/2012 0:00,GUILLERMO ANTONIO NAVAS F??NEZ,Nicaragua,NI,"$24,420.00 ",
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P111795,NI PFM Modernization TAL,"Management Advice, Technical/Operation A",Consultant Services,CQS,IBRD/IDA,1325928,"Public Administration, Law, and Justice",Especialista Funcional en el Sistema de Bienes del Estado,7/26/2012 0:00,JULIO CESAR MARENCO GONZ?ÅLEZ,Nicaragua,NI,"$24,420.00 ",
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P111795,NI PFM Modernization TAL,"Management Advice, Technical/Operation A",Consultant Services,CQS,IBRD/IDA,1325929,"Public Administration, Law, and Justice",Especialista Funcional en Subsistema de Tesorer??a,7/26/2012 0:00,NUBIA LUISA NARV?ÅEZ FONSECA,Nicaragua,NI,"$24,420.00 ",
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,Nicaragua,NI,P111795,NI PFM Modernization TAL,Equipment Information Technology,Goods,Direct Contracting,IBRD/IDA,1328215,Information and communications,Equipamiento Inform?≠tico Tecnol??gico,9/26/2012 0:00,SSA SISTEMAS NICARAGUA S.A.,Nicaragua,NI,"$194,607.00 ",
12/18/2012 0:00,2013,AFRICA,Niger,NE,P108253,Niger Reform Management and TA,"Sector studies, Master Plans",Consultant Services,Single Source Selection,IBRD/IDA,1326640,"Public Administration, Law, and Justice",Etude de developpement des applicatifs pour l extension de l,8/6/2012 0:00,ADVINTECK,Niger,NE,"$131,476.00 ",269/12/MF/DGCF
12/18/2012 0:00,2013,AFRICA,Niger,NE,P117365,NE-Urban Water and Sanitation Project,"Feasibility studies, Design Studies",Consultant Services,CQS,IBRD/IDA,1325345,"Water, sanitation and flood protection",Mission appui a la facilitation du processus de renegociatio,8/1/2012 0:00,L. THORANCE & CAB. AXELCIUM,France,FR,"$71,023.00 ",NR/03/2012
12/18/2012 0:00,2013,AFRICA,Niger,NE,P095210,NE - Agro-Pastoral Export Promotion Proj,"Construction Supervision, Quality Manage",Consultant Services,Quality And Cost-Based Selection,IBRD/IDA,1328435,"Agriculture, fishing, and forestry","Etudes et suivi controle des travaux de realisation de 83,3",10/3/2012 0:00,GERMS CONSULTING & ALPHA CONSULT,Niger,NE,"$254,859.00 ",NR/034/CONS/PRODEX/IDA
12/18/2012 0:00,2013,AFRICA,Niger,NE,P123567,NE: Second Emergency Food Security Projt,Audit Services,Consultant Services,Least Cost Selection,Recipient Executed Activities,1323516,"Agriculture, fishing, and forestry",Realisation audit des fonds du PUSA 2 des trois premieres a,7/8/2012 0:00,CABINET KMC,Niger,NE,"$36,680.00 ",NR/05/CONS/PUSA2
12/18/2012 0:00,2013,AFRICA,Niger,NE,P095210,NE - Agro-Pastoral Export Promotion Proj,"Works, Infrastructure",Civil Works,National Competitive Bidding,IBRD/IDA,1325228,Transportation,Travaux de construction de pistes rurales : Janao-Tambey- Ar,7/2/2012 0:00,ENTREPRISE MOREY,Niger,NE,"$947,611.00 ",NR/06/TRAVAUX/PRODEX/IDA
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P106172,NG-Electricity and Gas Improvement,"Management Advice, Technical/Operation A",Consultant Services,Individual,IBRD/IDA,1326886,Energy and mining,"CONSULTANCY SERVICES FOR CONDUCTING THE
KARU DISTRIBUTION P",9/18/2012 0:00,TEMILADE SESAN,Nigeria,NG,"$13,234.00 ",IC-13
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P106172,NG-Electricity and Gas Improvement,"Management Advice, Technical/Operation A",Consultant Services,Individual,IBRD/IDA,1326888,Energy and mining,"CONSULTANCY SERVICES FOR CONDUCTING THE
KARU DISTRIBUTION P",9/18/2012 0:00,TEMILADE SESAN,Nigeria,NG,"$13,234.00 ",IC-13
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P115386,Public/Private Partnership Program,Environmental Studies,Consultant Services,Quality And Cost-Based Selection,IBRD/IDA,1326785,Industry and trade,ENVIRONMENTAL SPECIALIST FOR INFRASTRUCTURE CONCESSION REGUL,8/28/2012 0:00,MR. AYO SOTINRIN,Nigeria,NG,"$95,000.00 ",ICRC/PPP PROJECT/IC/04/2012
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P115386,Public/Private Partnership Program,Social Studies,Consultant Services,Individual,IBRD/IDA,1326790,Industry and trade,SOCIAL SAFEGUARDS SPECIALIST,8/28/2012 0:00,OLIVER CHIMEZIE NWUJU,Nigeria,NG,"$9,600,000.00 ",ICRC/PPP PROJECT/IC/05/2012
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P115386,Public/Private Partnership Program,Other Operational Services,NC,Direct Contracting,IBRD/IDA,1328070,Transportation,PPP Project Driver,11/1/2012 0:00,NELSON HUNDUMOFORE,Nigeria,NG,"$2,959.00 ",ICRC/PPP/11/2012
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P115386,Public/Private Partnership Program,Other Operational Services,NC,Direct Contracting,IBRD/IDA,1328070,Transportation,PPP Project Driver,11/1/2012 0:00,SUTURA AISHA BELLO,Nigeria,NG,"$2,959.00 ",ICRC/PPP/11/2012
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P115386,Public/Private Partnership Program,Other Operational Services,NC,Direct Contracting,IBRD/IDA,1328070,Transportation,PPP Project Driver,11/1/2012 0:00,DANLADI MUSA PLANG,Nigeria,NG,"$3,049.00 ",ICRC/PPP/11/2012
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P115386,Public/Private Partnership Program,Other Operational Services,NC,Direct Contracting,IBRD/IDA,1328071,Transportation,PPP Project Driver,11/1/2012 0:00,NELSON HUNDUMOFORE,Nigeria,NG,"$2,242.00 ",ICRC/PPP/11/2012
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P115386,Public/Private Partnership Program,Other Operational Services,NC,Direct Contracting,IBRD/IDA,1328071,Transportation,PPP Project Driver,11/1/2012 0:00,SUTURA AISHA BELLO,Nigeria,NG,"$2,242.00 ",ICRC/PPP/11/2012
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P115386,Public/Private Partnership Program,Other Operational Services,NC,Direct Contracting,IBRD/IDA,1328071,Transportation,PPP Project Driver,11/1/2012 0:00,DANLADI MUSA PLANG,Nigeria,NG,"$2,242.00 ",ICRC/PPP/11/2012
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P115386,Public/Private Partnership Program,Other Operational Services,NC,Direct Contracting,IBRD/IDA,1328071,Transportation,PPP Project Driver,11/1/2012 0:00,ABDULLAHI ADAMU,Nigeria,NG,"$2,242.00 ",ICRC/PPP/11/2012
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P115386,Public/Private Partnership Program,"Tender Documents, Procurement Assistance",Consultant Services,Individual,IBRD/IDA,1328068,Finance,Senior Procurement Specialist,10/25/2012 0:00,NELSON HUNDUMOFORE,Nigeria,NG,"$131,476.00 ",ICRC/PPP/14/2012
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P115386,Public/Private Partnership Program,Project Management,Consultant Services,Individual,IBRD/IDA,1328069,Finance,PPP Project Coordinator,11/19/2012 0:00,SUTURA AISHA BELLO,Nigeria,NG,"$138,956.00 ",ICRC/PPP/15/2012
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P071075,NG-Urb Water Sec Reform 1 SIL (FY04),"Construction Supervision, Quality Manage",Consultant Services,Single Source Selection,IBRD/IDA,1325129,"Water, sanitation and flood protection",Construction Supervision for Kaduna Metropolitan and other T,7/4/2012 0:00,JBG GAUFF INGENIEURE,Nigeria,NG,"$1,091,072.00 ",KSWB/NUWSRP/CS/SSS/01/12
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P112956,NG Nigeria - LUTP-II (FY10),"Works, Infrastructure",Civil Works,International Competitive Bidding,IBRD/IDA,1326176,Transportation,Construction of BRT infrastructure from Mile 12 to Ajegunle,9/25/2012 0:00,CHINA CIVIL ENGINEERING CONSTRUCTION CORPORATION (CCECC),China,CN,"$72,586,948.00 ",LAMATA/WB/ICB/ML12-IKR/LUTP II/0
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P072644,NG-Rural Access & Mobility - Ph. 1,Institution building,Consultant Services,Quality And Cost-Based Selection,IBRD/IDA,1323243,Transportation,Study on Road Management Institutional Development and Capac,7/3/2012 0:00,IT TRANSPORT LTD,United Kingdom,GB,"$889,887.00 ",MOW&T/KADRAMP/C/18/12
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P106172,NG-Electricity and Gas Improvement,"Works, Installation & Erection",Civil Works,International Competitive Bidding,IBRD/IDA,1324992,Energy and mining,LOT 2 : REHAB. AND REINFORCEMENT OF 33/11 KV INJECTION SUBST,8/8/2012 0:00,MBH POWER/SHIRDI SAI/SHREEM ELEC,Nigeria,NG,"$8,626,137.00 ",NGP-D1 - LOT 2
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P106172,NG-Electricity and Gas Improvement,"Works, Maintenance and Rehabilitation",Civil Works,International Competitive Bidding,IBRD/IDA,1325013,Energy and mining,LOT 3 : REHABILITATION AND REINFORCEMENT OF 33/11 KV INJECT,8/8/2012 0:00,NEWS ENGINEERING NIGERIA LTD,Nigeria,NG,"$9,802,853.00 ",NGP-D1 - LOT 3
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P106172,NG-Electricity and Gas Improvement,"Works, Maintenance and Rehabilitation",Civil Works,International Competitive Bidding,IBRD/IDA,1324994,Energy and mining,LOT 6 : REHAB. AND REINFORCEMENT OF 33/11 KV INJECTION SUBST,8/8/2012 0:00,MBH POWER/SHIRDI SAI/SHREEM ELEC,Nigeria,NG,"$3,958,582.00 ",NGP-D1 -LOT 6
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P106172,NG-Electricity and Gas Improvement,"Equipment, Energy Exploration, Productio",Goods,International Competitive Bidding,IBRD/IDA,1325107,Energy and mining,Rehabilitation and Reinforcement of 33/11kv injection substa,8/8/2012 0:00,JV OF UTKAL GALVISERS LTD/SEACOF ENGIN,Nigeria,NG,"$7,796,893.00 ",NGP-D1-LOT 5
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P106172,NG-Electricity and Gas Improvement,"Works, Maintenance and Rehabilitation",Civil Works,International Competitive Bidding,IBRD/IDA,1324991,Energy and mining,LOT 1 : REHABILITATION OF REINFORCEMENT OF 33/11KV INJECTI,8/8/2012 0:00,MBH POWER/SHIRDI & SHREEM ELECTRIC,India,IN,"$9,022,198.00 ",BID NGP-D1 LOT 1
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P106172,NG-Electricity and Gas Improvement,"Works, Maintenance and Rehabilitation",Civil Works,International Competitive Bidding,IBRD/IDA,1325011,"Public Administration, Law, and Justice",LOT 4 : REHABLITATION AND REINFORCEMENT OF 33/11KV INJECTIO,8/8/2012 0:00,SKIPPER ELECTRICALS INDIA LIMITED,Nigeria,NG,"$8,749,906.00 ",BID NGP-D1 LOT 4
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P071391,NG-Natl Urb Water Sec Ref SIM 2 (FY06),"Construction Supervision, Quality Manage",Consultant Services,Quality And Cost-Based Selection,IBRD/IDA,1326331,"Water, sanitation and flood protection",Engineering supervision of Obudu Dam Rehabilitation Works,9/28/2012 0:00,MESSRS. GAUFF INGENIEURE/NESPAK LIMITE,Nigeria,NG,"$581,964.00 ",FMWR/NUWSRP/CON/ICB
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P090135,NG-Federal Roads Development,Institution building,Consultant Services,Single Source Selection,IBRD/IDA,1323258,Transportation,Consultancy Services on the Review and Update of Highway Man,7/26/2012 0:00,SSI ENGINEERS AND ENVIRONMENTAL CONSUL,South Africa,ZA,"$417,396.00 ",FRDP/2012/SS/001
12/18/2012 0:00,2013,AFRICA,Nigeria,NG,P090135,NG-Federal Roads Development,Design Services,Consultant Services,Quality And Cost-Based Selection,IBRD/IDA,1326249,Transportation,Consultancy Services for configuration and Calibration of HD,9/19/2012 0:00,INFRASTRUCTURE MGT/INTEGRATED ENGINEER,United Kingdom,GB,"$555,960.00 ",
12/18/2012 0:00,2013,LATIN AMERICA AND CARIBBEAN,OECS Countries,6O,P117087,OECS EGRIP-SVG (APL 2),Equipment Information Technology,Goods,National Competitive Bidding,IBRD/IDA,1325769,Information and communications,Equipment for National Health Management Information System,7/19/2012 0:00,MAVCOM,St. Vincent and the Grenadines,VC,"$97,684.00 ",1325768
